Museum Name,Museum Type,Latitude,Longitude,Income,Revenue,State
NATIONAL ARCHIVES AT PHILADELPHIA,GENERAL MUSEUM,40.11766,-74.96628,0.0,0.0,PA
NATIONAL AVIARY IN PITTSBURGH,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",40.45247,-80.00808,0.0,0.0,PA
NATIONAL CANAL MUSEUM,HISTORIC PRESERVATION,40.67375,-75.19947,83870.0,79505.0,PA
NATIONAL CENTER FOR THE AMERICAN REVOLUTION,HISTORY MUSEUM,39.94852,-75.14361,8533462.0,8533462.0,PA
NATIONAL CHRISTMAS CENTER,GENERAL MUSEUM,40.00089,-76.08005,0.0,0.0,PA
NATIONAL CIVIL WAR MUSEUM,HISTORY MUSEUM,40.27138,-76.85622,1201158.0,1139487.0,PA
NATIONAL CONSTITUTION CENTER,HISTORY MUSEUM,39.95271,-75.14882,24718196.0,22443988.0,PA
NATIONAL FLAG FOUNDATION,HISTORIC PRESERVATION,40.44379,-79.98877,48186.0,48186.0,PA
NATIONAL JAZZ HALL OF FAME AND MUSEUM,GENERAL MUSEUM,40.49642,-79.90265,0.0,0.0,PA
NATIONAL LIBERTY MUSEUM,GENERAL MUSEUM,39.94906,-75.14681,6576740.0,4358546.0,PA
NATIONAL MUSEUM OF AMERICAN JEWISH HISTORY,GENERAL MUSEUM,39.95046,-75.14808,6502700.0,5387716.0,PA
NATIONAL MUSEUM OF BROADCASTING,GENERAL MUSEUM,40.43309,-79.85913,0.0,0.0,PA
NATIONAL MUSEUM OF INDUSTRIAL HISTORY,HISTORY MUSEUM,40.63699,-75.45578,715889.0,715889.0,PA
NATIONAL MUSEUM OF MURALS AND MOSAICS,GENERAL MUSEUM,39.93866,-75.14466,0.0,0.0,PA
NATIONAL MUSEUM OF THE AMERICAN COVERLET,GENERAL MUSEUM,40.01553,-78.50363,115651.0,78622.0,PA
NATIONAL SLOVAK SOCIETY HERITAGE MUSEUM,GENERAL MUSEUM,40.2857,-80.09846,4165.0,3644.0,PA
NATIONAL WATCH & CLOCK MUSEUM,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,40.03751,-76.50223,0.0,0.0,PA
NATIONALITY ROOMS,GENERAL MUSEUM,40.44158,-79.95837,0.0,0.0,PA
NAZARETH AREA SOCIETY OF MODEL ENGINEERS,HISTORIC PRESERVATION,40.75561,-75.26298,0.0,0.0,PA
NEAG PLANETARIUM,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,40.32776,-75.94934,0.0,0.0,PA
NED SMITH CENTER,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",40.53841,-76.92687,2551613.0,2388740.0,PA
NEFF FAMILY HISTORICAL SOCIETY,HISTORIC PRESERVATION,40.33614,-76.78369,0.0,0.0,PA
NEMACOLIN CASTLE,GENERAL MUSEUM,40.02247,-79.88456,0.0,0.0,PA
NETHER PROVIDENCE HISTORICAL SOCIETY,HISTORIC PRESERVATION,39.88578,-75.3709,0.0,0.0,PA
NEUMANN UNIVERSITY ART GALLERY,ART MUSEUM,39.87362,-75.43961,97720364.0,74766947.0,PA
NEVILLE HOUSE ASSOCIATES,GENERAL MUSEUM,40.37753,-80.09752,22848.0,20480.0,PA
NEVILLE ISLAND HISTORICAL SOCIETY,HISTORIC PRESERVATION,40.51757,-80.14476,0.0,0.0,PA
NEW AFRICA CENTER,GENERAL MUSEUM,39.96744,-75.20876,0.0,0.0,PA
NEW BRIGHTON HISTORICAL SOCIETY,HISTORIC PRESERVATION,40.73872,-80.29335,0.0,0.0,PA
NEW HANOVER TOWNSHIP HISTORICAL SOCIETY,HISTORIC PRESERVATION,40.30301,-75.58167,0.0,0.0,PA
NEW HOLLAND AREA HISTORICAL SOCIETY,HISTORIC PRESERVATION,40.10377,-76.08616,45052.0,40299.0,PA
NEW HOLLAND BAND MUSEUM,GENERAL MUSEUM,40.10164,-76.08068,176295.0,84811.0,PA
NEW HOPE HISTORICAL SOCIETY,HISTORIC PRESERVATION,40.35069,-74.98998,296891.0,216168.0,PA
NEW HOPE MUSEUM OF ART,ART MUSEUM,40.35069,-74.98998,726541.0,563356.0,PA
NEW OXFORD AREA HISTORICAL SOCIETY,HISTORIC PRESERVATION,39.875,-77.06447,0.0,0.0,PA
NEWLIN GRIST MILL,HISTORIC PRESERVATION,39.88631,-75.50568,0.0,0.0,PA
NEWLIN GRISTMILL,GENERAL MUSEUM,39.88631,-75.50568,0.0,0.0,PA
NEWLIN MILL COMPLEX,HISTORIC PRESERVATION,39.88631,-75.50568,0.0,0.0,PA
NEWTOWN HISTORIC ASSOCIATION,HISTORIC PRESERVATION,40.24426,-74.93886,75680.0,61705.0,PA
NEWTOWN SQUARE HISTORICAL,HISTORIC PRESERVATION,40.01488,-75.39777,0.0,0.0,PA
NEWTOWN SQUARE HISTORICAL SOCIETY,HISTORIC PRESERVATION,39.98313,-75.41749,0.0,0.0,PA
NEWVILLE HISTORICAL SOCIETY,HISTORIC PRESERVATION,40.17072,-77.39763,0.0,0.0,PA
NICHOLAS LOCHOFF CLOISTER,GENERAL MUSEUM,40.44158,-79.95837,0.0,0.0,PA
NICHOLAS STOLTZFUS HOUSE,HISTORY MUSEUM,40.35387,-75.96068,47628.0,29295.0,PA
NIMICK NATURE CENTER,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",40.18837,-79.2452,0.0,0.0,PA
NINTH PENNSYLVANIA RESERVE,HISTORIC PRESERVATION,40.17587,-80.28199,0.0,0.0,PA
NITTANY ANTIQUE MACHINERY ASSOCIATION,HISTORIC PRESERVATION,40.84798,-77.63668,372485.0,108867.0,PA
NITTANY FARM MUSEUM,HISTORY MUSEUM,40.86867,-77.64918,0.0,0.0,PA
NO. 9 COAL MINE AND MUSEUM,HISTORY MUSEUM,40.83145,-75.88293,86933.0,75927.0,PA
NORRISTOWN ZOOLOGICAL SOCIETY,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",40.13178,-75.3385,257895.0,251309.0,PA
NORTH AMERICAN WARBIRDS MUSEUM,GENERAL MUSEUM,40.62371,-79.94254,0.0,0.0,PA
NORTH CENTRAL PENNSYLVANIA AQUARIUM REEF SOCIETY,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",41.25009,-77.0147,0.0,0.0,PA
NORTH CENTRE TOWNSHIP HISTORICAL SOCIETY,HISTORIC PRESERVATION,41.06175,-76.25148,0.0,0.0,PA
NORTH MUSEUM OF NATURAL HISTORY AND SCIENCE,NATURAL HISTORY MUSEUM,40.05834,-76.33611,245769694.0,165035774.0,PA
NORTH MUSEUM OF NATURE AND SCIENCE,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,40.04391,-76.3195,0.0,0.0,PA
NORTH MUSEUM PLANETARIUM,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,40.04793,-76.32023,0.0,0.0,PA
NORTH-CENTRAL PA HISTORICAL ASSOCIATION,HISTORIC PRESERVATION,41.024,-76.85474,0.0,0.0,PA
NORTHAMPTON AREA HISTORICAL SOCIETY,HISTORIC PRESERVATION,40.70271,-75.48768,0.0,0.0,PA
NORTHAMPTON COUNTY GENEALOGICAL SOCIETY,HISTORIC PRESERVATION,40.74091,-75.20212,0.0,0.0,PA
NORTHAMPTON COUNTY HISTORICAL,HISTORIC PRESERVATION,40.69106,-75.21071,1067902.0,690734.0,PA
NORTHAMPTON TOWNSHIP HISTORICAL SOCIETY,HISTORIC PRESERVATION,40.21786,-75.00553,0.0,0.0,PA
NORTHERN YORK COUNTY HISTORICAL AND PRESERVATION SOCIETY,HISTORIC PRESERVATION,40.10233,-77.02372,216856.0,0.0,PA
NORTHUMBERLAND COUNTY HISTORICAL SOCIETY,HISTORIC PRESERVATION,40.87572,-76.79218,36843.0,39810.0,PA
NORTHWESTERN PENNSYLVANIA RAILROAD AND TOOLING,GENERAL MUSEUM,41.66467,-80.08083,0.0,0.0,PA
NORWIN HISTORICAL SOCIETY,HISTORIC PRESERVATION,40.33403,-79.7107,0.0,0.0,PA
OAKES MUSEUM,GENERAL MUSEUM,40.20291,-76.97988,0.0,0.0,PA
OAKES MUSEUM OF NATURAL HISTORY,NATURAL HISTORY MUSEUM,40.20291,-76.97988,122347155.0,122347155.0,PA
OAKMONT HISTORICAL SOCIETY,HISTORIC PRESERVATION,40.47949,-79.73915,0.0,0.0,PA
OIL CITY CIVIC CENTER,HISTORIC PRESERVATION,41.43323,-79.70838,159761.0,159761.0,PA
OIL CREEK RAILWAY HISTORICAL SOCIETY,HISTORIC PRESERVATION,41.43371,-79.70779,401274.0,363130.0,PA
OIL REGION MUSIC PRESERVATION MUSEUM,HISTORY MUSEUM,41.39776,-79.83096,61892.0,60891.0,PA
OKEHOCKING HERITAGE SOCIETY,HISTORIC PRESERVATION,39.96729,-75.48163,0.0,0.0,PA
OLD ALLENTOWN PRESERVATION ASSOCIATION,HISTORIC PRESERVATION,40.60318,-75.4789,78972.0,75835.0,PA
OLD ANNVILLE,HISTORIC PRESERVATION,40.33776,-76.50357,17721.0,11815.0,PA
OLD BEDFORD VILLAGE,HISTORIC PRESERVATION,40.03986,-78.51073,323477.0,316497.0,PA
OLD CALN HISTORICAL SOCIETY,HISTORIC PRESERVATION,39.99993,-75.76099,0.0,0.0,PA
OLD CALN MEETINGHOUSE,HISTORIC PRESERVATION,39.98531,-75.82326,0.0,0.0,PA
OLD CITY JEWISH ARTS CENTER,ART MUSEUM,39.95267,-75.14503,0.0,0.0,PA
OLD DRY ROAD FARM,GENERAL MUSEUM,40.33032,-76.0861,0.0,0.0,PA
OLD FORGE COAL MINE,HISTORIC PRESERVATION,41.38083,-75.74452,0.0,0.0,PA
OLD JAIL MUSEUM AND HERITAGE CENTER,HISTORY MUSEUM,40.86361,-75.74817,161612.0,136612.0,PA
OLD LINE MUSEUM,GENERAL MUSEUM,39.72733,-76.32525,0.0,0.0,PA
OLD MILL VILLAGE LIVING MUSEUM,HISTORY MUSEUM,41.85156,-75.71491,0.0,0.0,PA
OLD PETERSBURG-ADDISON HISTORICAL SOCIETY,HISTORIC PRESERVATION,39.74706,-79.33685,0.0,0.0,PA
OLD TIME PLOW BOYS CLUB,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,40.49628,-75.68636,5085.0,5085.0,PA
OLD YORK ROAD HISTORICAL SOCIETY,HISTORIC PRESERVATION,40.09234,-75.11802,64206.0,64206.0,PA
OLDE FORT MIFFLIN HISTORICAL SOCIETY,HISTORIC PRESERVATION,39.95098,-75.21002,0.0,0.0,PA
OLEY VALLEY HERITAGE ASSOCIATION,GENERAL MUSEUM,40.3843,-75.77009,0.0,0.0,PA
OLIN FINE ARTS GALLERY,ART MUSEUM,40.17078,-80.24093,114124343.0,83573138.0,PA
ORBISONIA-ROCKHILL FURNACE,HISTORIC PRESERVATION,40.27803,-77.83909,0.0,0.0,PA
ORWIGSBURG HISTORICAL SOCIETY,HISTORIC PRESERVATION,40.65582,-76.09935,0.0,0.0,PA
OSCAR HAMMERSTEINS HIGHLAND FARM,HISTORY MUSEUM,40.31109,-75.11329,101925.0,101925.0,PA
OSWAYO VALLEY HISTORICAL SOCIETY,HISTORIC PRESERVATION,41.95427,-78.16773,0.0,0.0,PA
OVERSEAS CHINA ANTIQUE PROTECTION ASSOCIATION,HISTORIC PRESERVATION,39.95161,-75.17382,0.0,0.0,PA
OXFORD AREA HISTORICAL ASSOCIATION,HISTORIC PRESERVATION,39.78942,-75.98278,0.0,0.0,PA
P.P. BLISS GOSPEL SONG WRITERS MUSEUM,GENERAL MUSEUM,40.80063,-78.39514,0.0,0.0,PA
PACKWOOD HOUSE MUSEUM,GENERAL MUSEUM,40.96668,-76.88192,7800.0,7800.0,PA
PAGUS,ART MUSEUM,40.02004,-75.29286,56234.0,53262.0,PA
PALEY DESIGN CENTER,GENERAL MUSEUM,40.02232,-75.19411,133178304.0,131527303.0,PA
PALMER MUSEUM OF ART,ART MUSEUM,40.79792,-77.86267,0.0,0.0,PA
PALMERTON AREA HISTORICAL SOCIETY,HISTORIC PRESERVATION,40.8026,-75.60755,38981.0,37733.0,PA
PAOLI BATTLEFIELD PRESERVATION TR,HISTORIC PRESERVATION,40.04281,-75.53322,0.0,0.0,PA
PARADISE HISTORICAL SOCIETY,HISTORIC PRESERVATION,41.08397,-75.27115,0.0,0.0,PA
PARK HOUSE GUIDES AT THE PHILADELPHIA MUSEUM OF ART,HISTORIC PRESERVATION,40.0777,-75.20656,0.0,0.0,PA
PARTISAN PRHBTION HISTORICAL SOCIETY,HISTORIC PRESERVATION,39.84849,-78.13663,0.0,0.0,PA
PAST TO PRESENT MACHINERY ASSOCIATION,GENERAL MUSEUM,40.98988,-78.88242,31484.0,4304.0,PA
PASTO AGRICULTURAL MUSEUM,GENERAL MUSEUM,40.79792,-77.86267,0.0,0.0,PA
PASTO AGRICULTURAL MUSEUM ROCK SPRINGS,GENERAL MUSEUM,40.79792,-77.86267,0.0,0.0,PA
PATTEE LIBRARY GALLERIES,ART MUSEUM,40.79792,-77.86267,0.0,0.0,PA
PAUL R. STEWART MUSEUM,ART MUSEUM,39.89913,-80.18595,65275936.0,54651159.0,PA
PAUL ROBESON CULTURAL CENTER GALLERY,ART MUSEUM,40.79792,-77.86267,0.0,0.0,PA
PAUL ROBESON HOUSE,HISTORIC PRESERVATION,40.3529,-74.66124,0.0,0.0,PA
PAXTANG HISTORICAL SOCIETY,HISTORIC PRESERVATION,40.25895,-76.83254,0.0,0.0,PA
PAYNE GALLERY,ART MUSEUM,40.63019,-75.38152,105864535.0,73856820.0,PA
PEACE VALLEY NATURE CENTER,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",40.34209,-75.17437,0.0,0.0,PA
PECK GALLERY,ART MUSEUM,39.95789,-75.18805,1014902481.0,938599729.0,PA
PENELEC GALLERY,ART MUSEUM,41.64708,-80.14666,194900781.0,134472203.0,PA
PENN BRAD OIL MUSEUM,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,41.9058,-78.65185,0.0,0.0,PA
PENN STATE ALL SPORTS MUSEUM,GENERAL MUSEUM,40.79792,-77.86267,0.0,0.0,PA
PENN STATE FOOTBALL HALL OF FAME,GENERAL MUSEUM,40.79792,-77.86267,0.0,0.0,PA
PENN STATE PLANETARIUM,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,40.79792,-77.86267,0.0,0.0,PA
PENN STATE ROOM/UNIVERSITY ARCHIVES,GENERAL MUSEUM,40.79792,-77.86267,0.0,0.0,PA
PENN TREATY MUSEUM,GENERAL MUSEUM,39.96787,-75.13275,0.0,0.0,PA
PENN TREATY PARK,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",39.96775,-75.12814,46494.0,46494.0,PA
PENN-CRAFT COMMUNITY ASSOCIATION,HISTORIC PRESERVATION,39.95982,-79.91202,0.0,0.0,PA
PENNHURST MEMORIAL AND PRESERVATION ALLIANCE,HISTORIC PRESERVATION,39.97158,-75.29979,0.0,0.0,PA
PENNS VALLEY AREA HISTORICAL,HISTORIC PRESERVATION,40.9061,-77.41821,33677.0,24678.0,PA
PENNS VALLEY AREA HISTORICAL MUSEUM,HISTORY MUSEUM,40.9061,-77.41821,33677.0,24678.0,PA
PENNSBURY,GENERAL MUSEUM,40.15099,-74.78157,471200.0,446407.0,PA
PENNSBURY HISTORIC PRESERVATION,HISTORIC PRESERVATION,39.87774,-75.63487,0.0,0.0,PA
PENNSBURY MANOR,HISTORIC PRESERVATION,40.15099,-74.78157,0.0,0.0,PA
PENNSYLVANIA ACADEMY OF THE FINE ARTS,ART MUSEUM,39.95562,-75.16304,20260676.0,16622377.0,PA
PENNSYLVANIA CANAL SOCIETY,HISTORIC PRESERVATION,40.6629,-75.30993,0.0,0.0,PA
PENNSYLVANIA COIN OPERATED GAMING HALL OF FAME AND MUSEUM,GENERAL MUSEUM,40.58812,-80.26003,0.0,0.0,PA
PENNSYLVANIA EARTH SCIENCE,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,40.70474,-75.35352,0.0,0.0,PA
PENNSYLVANIA FEDERATION-MUSEUM,GENERAL MUSEUM,40.26249,-76.88352,109498.0,109498.0,PA
PENNSYLVANIA FLY FISHING MUSEUM,HISTORY MUSEUM,40.34054,-76.93461,0.0,0.0,PA
PENNSYLVANIA FOREST FIRE MUSEUM ASSOCIATION,GENERAL MUSEUM,40.96349,-75.34887,0.0,0.0,PA
PENNSYLVANIA GERMAN CULTURAL HERITAGE CENTER,GENERAL MUSEUM,40.55054,-75.75405,13921463.0,9203054.0,PA
PENNSYLVANIA HERITAGE FOUNDATION,HISTORIC PRESERVATION,40.26574,-76.88428,676028.0,580570.0,PA
PENNSYLVANIA HISTORICAL ASSOCIATION,HISTORIC PRESERVATION,40.81594,-77.95641,48107.0,48107.0,PA
PENNSYLVANIA LONGRIFLE MUSEUM,GENERAL MUSEUM,40.77983,-75.28168,0.0,0.0,PA
PENNSYLVANIA LUMBER MUSEUM (PHMC),GENERAL MUSEUM,41.70881,-77.65768,61263.0,57828.0,PA
PENNSYLVANIA MILITARY COLLECTION MUSEUM,GENERAL MUSEUM,39.84979,-75.37463,211872831.0,202198589.0,PA
PENNSYLVANIA MILITARY MUSEUM,GENERAL MUSEUM,40.78397,-77.78382,108277.0,93613.0,PA
PENNSYLVANIA MUSEUM OF MILITARY VEHICLES,GENERAL MUSEUM,40.98925,-75.28188,0.0,0.0,PA
PENNSYLVANIA MUSEUM OF MUSIC & BROADCAST HISTORY,GENERAL MUSEUM,40.28065,-76.84544,0.0,0.0,PA
PENNSYLVANIA NATIONAL FIRE MUSEUM,GENERAL MUSEUM,40.27646,-76.89193,0.0,0.0,PA
PENNSYLVANIA NATIONAL GUARD MILITARY MUSEUM,GENERAL MUSEUM,40.33449,-76.53626,0.0,0.0,PA
PENNSYLVANIA RAILROAD TECHNICAL AND HISTORICAL SOCIETY,HISTORIC PRESERVATION,41.09242,-77.48374,225079.0,225079.0,PA
PENNSYLVANIA SKI AND WINTER SPORTS MUSEUM,HISTORY MUSEUM,40.33766,-75.93253,0.0,0.0,PA
PENNSYLVANIA SOCIETY,HISTORIC PRESERVATION,40.09447,-75.21337,957682.0,525426.0,PA
PENNSYLVANIA STATE COMMITTEE OF THE NATIONAL MUSEUM,GENERAL MUSEUM,40.02605,-75.30114,0.0,0.0,PA
PENNSYLVANIA STATE NAVY,HISTORIC PRESERVATION,39.89883,-75.50403,0.0,0.0,PA
PENNSYLVANIA STATE POLICE HISTORICAL EDUCATIONAL & MEMORIAL CENTER,HISTORY MUSEUM,40.30388,-76.65009,356198.0,193969.0,PA
PENNSYLVANIA STEAM ENGINE & OLD EQUIPMENT ASSOCIATION,HISTORIC PRESERVATION,40.93344,-80.14671,48540.0,48540.0,PA
PENNSYLVANIA TROLLEY MUSEUM,GENERAL MUSEUM,40.20768,-80.25503,1436060.0,1398898.0,PA
PENNSYLVANIA VETERANS MUSEUM,HISTORY MUSEUM,39.91775,-75.38888,106833.0,105034.0,PA
PENNSYLVANIA WOMENS HALL OF ACHIEVEMENT,GENERAL MUSEUM,40.40068,-80.0028,0.0,0.0,PA
PENNYPACKER MILLS,HISTORIC PRESERVATION,40.25557,-75.45246,0.0,0.0,PA
PERKASIE ANNIVERSARY AND HISTORICAL SOCIETY,HISTORIC PRESERVATION,40.36429,-75.2857,0.0,0.0,PA
PERRY HISTORIANS AIRY VIEW SCHOOL HOUSE,HISTORIC PRESERVATION,40.47492,-77.14741,74533.0,70249.0,PA
PERRYOPOLIS AREA HERITAGE SOCIETY,HISTORIC PRESERVATION,40.07723,-79.76509,41038.0,31624.0,PA
PETER J. MCGOVERN LITTLE LEAGUE MUSEUM,GENERAL MUSEUM,41.25569,-77.00992,26873245.0,25930429.0,PA
PETER WENTZ FARMSTEAD,GENERAL MUSEUM,40.2029,-75.33617,0.0,0.0,PA
PETER WENTZ FARMSTEAD SOCIETY,GENERAL MUSEUM,40.19725,-75.34451,29064.0,23198.0,PA
PHILADELPHIA AIR & SPACE MUSEUM,GENERAL MUSEUM,39.94905,-75.15981,0.0,0.0,PA
PHILADELPHIA ATHLETICS HISTORICAL SOCIETY,HISTORIC PRESERVATION,40.17702,-75.10633,67457.0,0.0,PA
PHILADELPHIA DOLL MUSEUM,GENERAL MUSEUM,39.98765,-75.15543,0.0,0.0,PA
PHILADELPHIA FOLKLORE PROJECT,GENERAL MUSEUM,39.94696,-75.22177,532827.0,532827.0,PA
PHILADELPHIA FOUNTAIN SOCIETY,HISTORIC PRESERVATION,39.94587,-75.15301,861873.0,4169.0,PA
PHILADELPHIA JEWISH SPORTS HALL OF FAME,GENERAL MUSEUM,39.95247,-75.16738,112869.0,112869.0,PA
PHILADELPHIA MUSEUM OF ART,ART MUSEUM,39.96472,-75.1794,148647035.0,82564750.0,PA
PHILADELPHIA POLICE MEMORIAL MUSEUM,GENERAL MUSEUM,40.01622,-75.05682,0.0,0.0,PA
PHILADELPHIA SHIP PRESERVATION GUILD,HISTORIC PRESERVATION,39.94286,-75.14229,166553.0,166553.0,PA
PHILADELPHIA SKETCH CLUB,GENERAL MUSEUM,39.94726,-75.16154,149102.0,138563.0,PA
PHILADELPHIA SOCIETY FOR THE PRESERVATION OF LANDMARKS,HISTORIC PRESERVATION,39.94442,-75.14847,1410391.0,1355777.0,PA
PHILADELPHIA SPORTS HALL OF FAME,GENERAL MUSEUM,40.07572,-75.01812,71271.0,71271.0,PA
PHILADELPHIA ZOO,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",39.97509,-75.19549,67543924.0,48422307.0,PA
PHILADELPHIA'S MAGIC GARDENS,ART MUSEUM,39.94277,-75.15954,659760.0,596271.0,PA
PHILADLEPHIA ASSOCIATION OF BLACK SPORTS AND CULTURE,HISTORIC PRESERVATION,40.07268,-75.20317,0.0,0.0,PA
PHILIP AND MURIEL BERMAN MUSEUM OF ART,ART MUSEUM,40.25569,-75.4679,144131480.0,103905010.0,PA
PHILLIPS MILL COMMUNITY ASSOCIATION,HISTORIC PRESERVATION,40.38635,-74.9625,99675.0,92431.0,PA
PHILLIPS MUSEUM OF ART,ART MUSEUM,40.05834,-76.33611,245769694.0,165035774.0,PA
PHILLIPS MUSHROOM MUSEUM,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",39.84633,-75.71289,0.0,0.0,PA
PHILLY ORCHARDS PROJECT,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",39.95119,-75.22186,83734.0,83395.0,PA
PHIPPS CONSERVATORY & BOTANICAL GARDENS,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",40.44446,-79.93931,8218386.0,5355233.0,PA
PHOENIX VILLAGE ART CENTER,ART MUSEUM,40.13399,-75.51657,0.0,0.0,PA
PILLOW HISTORICAL SOCIETY,HISTORIC PRESERVATION,40.64089,-76.8032,0.0,0.0,PA
PINE FORGE HISTORICAL SOCIETY,HISTORIC PRESERVATION,40.2856,-75.69253,0.0,0.0,PA
PINEGROVE HISTORICAL SOCIETY,HISTORIC PRESERVATION,40.55842,-76.39418,0.0,0.0,PA
PIONEER HISTORICAL SOCIETY OF BED FORD COUNTY,HISTORIC PRESERVATION,40.04882,-78.54514,88156.0,75335.0,PA
PIONEER STEAM & GAS ENGINE SOCIETY OF NORTHWESTERN PENNSYLVANIA,HISTORY MUSEUM,41.7296,-80.14186,57838.0,30472.0,PA
PIONEERS WEST HISTORICAL SOCIETY,HISTORIC PRESERVATION,40.37497,-80.03638,14834.0,0.0,PA
PIPER AVIATION MUSEUM FOUNDATION,HISTORY MUSEUM,41.13369,-77.42582,190551.0,0.0,PA
PITTSBURGH CENTER FOR ARTS,GENERAL MUSEUM,40.45595,-79.95372,5002547.0,4765639.0,PA
PITTSBURGH COLISEUM,GENERAL MUSEUM,40.45623,-79.89249,0.0,0.0,PA
PITTSBURGH PARKS CONSERVANCY,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",40.42986,-79.9723,9214565.0,7785295.0,PA
PITTSBURGH VINTAGE GRAND PRIX ASSOCIATION,HISTORIC PRESERVATION,40.43765,-79.99507,1001432.0,563956.0,PA
PITTSBURGH ZOO,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",40.4827,-79.92113,17217604.0,17116438.0,PA
PITTSBURGH ZOO & PPG AQUARIUM,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",40.4827,-79.92113,0.0,0.0,PA
PLANETARIUM AND OBSERVATORY,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,39.93674,-75.60381,0.0,0.0,PA
PLEASANT HILLS ARBORETUM,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",40.34483,-79.97919,0.0,0.0,PA
PLEASE TOUCH MUSEUM,CHILDREN'S MUSEUM,39.97953,-75.21214,21807887.0,9514220.0,PA
PLUMSTEAD HISTORICAL SOCIETY,HISTORIC PRESERVATION,40.37918,-75.14588,0.0,0.0,PA
PLYMOUTH MEETING HISTORICAL SOCIETY,HISTORIC PRESERVATION,40.1031,-75.28258,0.0,0.0,PA
PLYMOUTH TOWNSHIP PARKS & REC,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",40.12593,-75.29105,0.0,0.0,PA
POCONO ENVIRONMENTAL EDUCATION CENTER,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",41.24896,-74.91292,1410058.0,1364421.0,PA
POCONO RAIL HISTORICAL SOCIETY,HISTORIC PRESERVATION,41.20144,-75.37009,8237.0,6857.0,PA
POCONO/JACKSON TOWNSHIPS HISTORICAL SOCIETY,HISTORIC PRESERVATION,41.05106,-75.34213,0.0,0.0,PA
POLICE HERITAGE MUSEUM,GENERAL MUSEUM,39.96261,-76.72692,0.0,0.0,PA
POLISH AMERICAN CULTURAL CENTER,GENERAL MUSEUM,39.94697,-75.14679,0.0,0.0,PA
POLK TOWNSHIP HISTORICAL SOCIETY,HISTORIC PRESERVATION,40.89552,-75.51084,6519.0,6088.0,PA
PORTAGE AREA HISTORICAL SOCIETY,HISTORIC PRESERVATION,40.39055,-78.67334,0.0,0.0,PA
PORTSIDE ARTS CENTER,ART MUSEUM,39.98039,-75.11626,149031.0,149031.0,PA
POTTER COUNTY HISTORICAL SOCIETY,HISTORIC PRESERVATION,41.77554,-78.02081,44006.0,0.0,PA
POTTSTOWN HISTORICAL SOCIETY,HISTORIC PRESERVATION,40.24454,-75.64218,0.0,0.0,PA
POWDERMILL NATURE RESERVE,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",40.18837,-79.2452,0.0,0.0,PA
PRESERVATION MIFFLINBURG,HISTORIC PRESERVATION,40.91567,-77.04764,17847.0,17847.0,PA
PRESERVATION OF WILLIAMSPORT FOUNDATION,HISTORIC PRESERVATION,41.23774,-77.02175,144947.0,61273.0,PA
PRESERVATION PENNSYLVANIA,HISTORIC PRESERVATION,40.26472,-76.88619,872138.0,785268.0,PA
PRIESTLEY CHAPEL ASSOCIATES,HISTORIC PRESERVATION,40.89079,-76.79307,0.0,0.0,PA
PRIMITIVE HALL,GENERAL MUSEUM,39.905,-75.73077,88288.0,0.0,PA
PRIMROSE SCHOOL AND MUSEUM,HISTORY MUSEUM,40.37048,-80.23105,0.0,0.0,PA
PROCTOR COMMUNITY ASSOCIATION,HISTORIC PRESERVATION,41.25569,-77.00992,0.0,0.0,PA
PROSPECT AREA PRESERVATION SOCIETY,HISTORIC PRESERVATION,40.90301,-80.06153,0.0,0.0,PA
PROVIDENCE PLANTATION,HISTORIC PRESERVATION,40.78987,-80.0672,0.0,0.0,PA
PUMPING JACK MUSEUM,GENERAL MUSEUM,41.20054,-79.69298,0.0,0.0,PA
